ID,Name,LongName,photoUrl,playerUrl,Nationality,Age,Club,Contract,Positions,Preferred Foot,Best Position,Joined,Loan Date End,W/F,SM,A/W,D/W,IR,Hits,Weight_kg,Height_cm,Value_eur,Release Clause_eur,Wage_eur
237604,A. Franco,Alan Franco,https://cdn.sofifa.com/players/237/604/21_60.png,http://sofifa.com/player/237604/alan-franco/210006/,Argentina,23,Independiente,2017 ~ 2022,CB,Right,CB,2017-01-01,,2 ★,2★,Medium,High,1 ★,90.0,77,183.0,8000000.0,11900000.0,13000.0
186148,R. Zieler,Ron-Robert Zieler,https://cdn.sofifa.com/players/186/148/21_60.png,http://sofifa.com/player/186148/ron-robert-zieler/210006/,Germany,31,FC Köln,"Jun 30, 2021 On Loan",GK,Right,GK,2019-07-01,"Jun 30, 2021",3 ★,1★,Medium,Medium,2 ★,14.0,81,188.0,2200000.0,0.0,17000.0
227873,A. Touré,Almamy Touré,https://cdn.sofifa.com/players/227/873/21_60.png,http://sofifa.com/player/227873/almamy-toure/210006/,France,24,Eintracht Frankfurt,2019 ~ 2023,"RB, CB",Right,RWB,2019-01-31,,3 ★,3★,High,Medium,1 ★,27.0,80,183.0,6000000.0,11500000.0,19000.0
226853,J. St. Juste,Jeremiah St. Juste,https://cdn.sofifa.com/players/226/853/21_60.png,http://sofifa.com/player/226853/jeremiah-st-juste/210006/,Netherlands,23,FSV Mainz 05,2019 ~ 2023,"CB, RB, CDM",Right,CB,2019-08-07,,3 ★,3★,High,Medium,1 ★,87.0,74,184.0,6000000.0,13100000.0,19000.0
224030,M. Lopez,Maxime Lopez,https://cdn.sofifa.com/players/224/030/21_60.png,http://sofifa.com/player/224030/maxime-lopez/210006/,France,22,Sassuolo,"Jun 30, 2021 On Loan",CM,Right,CAM,2014-07-08,"Jun 30, 2021",3 ★,4★,Medium,Medium,1 ★,88.0,58,167.0,6000000.0,0.0,27000.0
230437,Elias Fontoira,Elias Thiago Fontoira Marques,https://cdn.sofifa.com/players/230/437/21_60.png,http://sofifa.com/player/230437/elias-thiago-fontoira-marques/210006/,Brazil,24,Internacional,2019 ~ 2023,CDM,Right,CDM,2019-01-01,,3 ★,2★,Medium,Medium,1 ★,1.0,74,186.0,4300000.0,10500000.0,18000.0
217877,T. Bongonda,Théo Bongonda,https://cdn.sofifa.com/players/217/877/21_60.png,http://sofifa.com/player/217877/theo-bongonda/210006/,Belgium,24,KRC Genk,2019 ~ 2023,"LW, RW, LM",Left,CAM,2019-07-01,,3 ★,4★,Medium,Medium,1 ★,29.0,73,177.0,6000000.0,11800000.0,14000.0
243715,W. Saliba,William Saliba,https://cdn.sofifa.com/players/243/715/21_60.png,http://sofifa.com/player/243715/william-saliba/210006/,France,19,Arsenal,2019 ~ 2024,CB,Right,CB,2019-07-25,,3 ★,2★,Medium,High,1 ★,621.0,85,192.0,9500000.0,25300000.0,28000.0
225669,K. Ehizibue,Kingsley Ehizibue,https://cdn.sofifa.com/players/225/669/21_60.png,http://sofifa.com/player/225669/kingsley-ehizibue/210006/,Netherlands,25,FC Köln,2019 ~ 2023,"RB, RM",Right,RB,2019-07-01,,2 ★,3★,High,High,1 ★,38.0,78,189.0,5500000.0,12200000.0,21000.0
169216,S. Long,Shane Long,https://cdn.sofifa.com/players/169/216/21_60.png,http://sofifa.com/player/169216/shane-long/210006/,Republic of Ireland,33,Southampton,2014 ~ 2022,ST,Right,ST,2014-08-14,,2 ★,3★,High,High,2 ★,23.0,70,178.0,2700000.0,6700000.0,47000.0
233218,M. Mohammadi,Milad Mohammadi,https://cdn.sofifa.com/players/233/218/21_60.png,http://sofifa.com/player/233218/milad-mohammadi/210006/,Iran,26,KAA Gent,2019 ~ 2022,"LB, LWB",Left,LB,2019-07-17,,4 ★,3★,High,Medium,1 ★,16.0,69,178.0,4500000.0,8700000.0,18000.0
177922,K. Grosicki,Kamil Grosicki,https://cdn.sofifa.com/players/177/922/21_60.png,http://sofifa.com/player/177922/kamil-grosicki/210006/,Poland,32,West Bromwich Albion,2020 ~ 2021,LM,Right,LM,2020-01-31,,3 ★,3★,Medium,Low,2 ★,22.0,78,180.0,3300000.0,8800000.0,62000.0
216067,R. Gagliolo,Riccardo Gagliolo,https://cdn.sofifa.com/players/216/067/21_60.png,http://sofifa.com/player/216067/riccardo-gagliolo/210006/,Sweden,30,Parma,2018 ~ 2021,"LB, CB",Left,LB,2018-07-02,,4 ★,2★,Medium,High,1 ★,20.0,75,180.0,3600000.0,7900000.0,25000.0
211461,Luiz Phellype,Luiz Phellype Luciano Silva,https://cdn.sofifa.com/players/211/461/21_60.png,http://sofifa.com/player/211461/luiz-phellype-luciano-silva/210006/,Brazil,26,Sporting CP,2019 ~ 2024,ST,Right,ST,2019-01-01,,3 ★,3★,Medium,Medium,1 ★,12.0,83,188.0,5000000.0,13500000.0,13000.0
216325,A. Gunn,Angus Gunn,https://cdn.sofifa.com/players/216/325/21_60.png,http://sofifa.com/player/216325/angus-gunn/210006/,England,24,Southampton,2018 ~ 2023,GK,Right,GK,2018-07-10,,3 ★,1★,Medium,Medium,1 ★,43.0,77,196.0,4800000.0,10900000.0,26000.0
232709,D. Batallini,Damian Batallini,https://cdn.sofifa.com/players/232/709/21_60.png,http://sofifa.com/player/232709/damian-batallini/210006/,Argentina,24,Argentinos Juniors,2016 ~ 2022,"RW, LW, RM",Right,RM,2016-01-01,,3 ★,3★,High,Medium,1 ★,10.0,77,176.0,6500000.0,12800000.0,12000.0
247045,J. Kayamba,Joel Kayamba,https://cdn.sofifa.com/players/247/045/21_60.png,http://sofifa.com/player/247045/joel-kayamba/210006/,DR Congo,28,Viktoria Plzeň,2018 ~ 2022,"RW, RM, LW",Right,RW,2018-09-06,,4 ★,4★,High,Medium,1 ★,10.0,67,170.0,4200000.0,12100000.0,1000.0
219911,T. Hlatshwayo,Thulani Hlatshwayo,https://cdn.sofifa.com/players/219/911/21_60.png,http://sofifa.com/player/219911/thulani-hlatshwayo/210006/,South Africa,30,Orlando Pirates,2020 ~ 2024,"CB, RB",Right,CB,2020-09-21,,3 ★,2★,Medium,Medium,1 ★,5.0,88,188.0,3500000.0,9900000.0,850.0
209440,Romarinho,Romário Ricardo da Silva,https://cdn.sofifa.com/players/209/440/21_60.png,http://sofifa.com/player/209440/romario-ricardo-da-silva/210006/,Brazil,29,Al Ittihad,2018 ~ 2022,"LW, ST, LM",Right,LW,2018-08-09,,3 ★,4★,High,Medium,1 ★,6.0,69,174.0,4100000.0,9400000.0,36000.0
239367,R. Hack,Robin Hack,https://cdn.sofifa.com/players/239/367/21_60.png,http://sofifa.com/player/239367/robin-hack/210006/,Germany,21,FC Nürnberg,2019 ~ 2023,"LM, CAM",Right,RM,2019-07-01,,4 ★,4★,Medium,Medium,1 ★,221.0,68,176.0,9500000.0,16200000.0,9000.0
230665,Gustavo Sauer,Gustavo Affonso Sauerbeck,https://cdn.sofifa.com/players/230/665/21_60.png,http://sofifa.com/player/230665/gustavo-affonso-sauerbeck/210006/,Brazil,27,Boavista FC,2019 ~ 2021,"LM, RM",Left,LM,2019-01-23,,3 ★,4★,Medium,Medium,1 ★,9.0,77,181.0,4500000.0,12600000.0,9000.0
226592,J. Jankto,Jakub Jankto,https://cdn.sofifa.com/players/226/592/21_60.png,http://sofifa.com/player/226592/jakub-jankto/210006/,Czech Republic,24,Sampdoria,2019 ~ 2023,"LM, CM",Left,CAM,2019-07-01,,3 ★,4★,High,High,2 ★,25.0,74,180.0,6500000.0,15000000.0,15000.0
243231,E. Mwepu,Enock Mwepu,https://cdn.sofifa.com/players/243/231/21_60.png,http://sofifa.com/player/243231/enock-mwepu/210006/,Zambia,22,FC Red Bull Salzburg,2017 ~ 2024,"CM, CDM",Right,CM,2017-07-01,,3 ★,3★,High,High,1 ★,60.0,76,184.0,8500000.0,13600000.0,21000.0
234774,K. Laifis,Konstantinos Laifis,https://cdn.sofifa.com/players/234/774/21_60.png,http://sofifa.com/player/234774/konstantinos-laifis/210006/,Cyprus,27,Standard de Liège,2018 ~ 2022,"CB, LB",Left,CB,2018-05-08,,3 ★,2★,Medium,High,1 ★,13.0,82,186.0,4500000.0,9500000.0,14000.0
230255,Edvaldisco,Edvaldo Flávio Rebelo de Freit,https://cdn.sofifa.com/players/230/255/21_60.png,http://sofifa.com/player/230255/edvaldo-flavio-rebelo-de-freit/210006/,Brazil,28,Botafogo,2019 ~ 2023,"CDM, CM, CAM",Left,CDM,2019-01-01,,3 ★,2★,High,Medium,1 ★,2.0,71,183.0,3700000.0,9500000.0,19000.0
171018,Mario Suárez,Mario Suárez Mata,https://cdn.sofifa.com/players/171/018/21_60.png,http://sofifa.com/player/171018/mario-suarez-mata/210006/,Spain,33,Rayo Vallecano,2019 ~ 2022,"CDM, CM",Right,CDM,2019-01-31,,4 ★,3★,Medium,High,2 ★,4.0,80,188.0,2100000.0,4300000.0,7000.0
241775,J. El Yamiq,Jawad El Yamiq,https://cdn.sofifa.com/players/241/775/21_60.png,http://sofifa.com/player/241775/jawad-el-yamiq/210006/,Morocco,28,Real Valladolid CF,2020 ~ 2024,CB,Right,CB,2020-09-24,,3 ★,2★,Medium,Medium,1 ★,15.0,83,192.0,4200000.0,12000000.0,17000.0
224368,M. Doumbia,Moussa Doumbia,https://cdn.sofifa.com/players/224/368/21_60.png,http://sofifa.com/player/224368/moussa-doumbia/210006/,Mali,25,Stade de Reims,2018 ~ 2022,LM,Right,LM,2018-07-01,,2 ★,3★,High,Medium,1 ★,7.0,68,173.0,5000000.0,13500000.0,21000.0
231280,Iván Alejo,Iván Alejo Peralta,https://cdn.sofifa.com/players/231/280/21_60.png,http://sofifa.com/player/231280/ivan-alejo-peralta/210006/,Spain,25,Cádiz CF,2020 ~ 2025,"RM, LM",Right,CAM,2020-08-04,,3 ★,3★,Medium,Medium,1 ★,14.0,76,184.0,5500000.0,15900000.0,24000.0
204401,Diogo Figueiras,Diogo José Figueiras,https://cdn.sofifa.com/players/204/401/21_60.png,http://sofifa.com/player/204401/diogo-jose-figueiras/210006/,Portugal,29,SC Braga,2018 ~ 2022,"RWB, RW",Right,RWB,2018-01-31,,3 ★,3★,High,Medium,1 ★,4.0,58,170.0,3700000.0,9200000.0,13000.0
230507,Nicholas Aldair,Nicholas Júlio Aldair Leal,https://cdn.sofifa.com/players/230/507/21_60.png,http://sofifa.com/player/230507/nicholas-julio-aldair-leal/210006/,Brazil,28,Fluminense,2019 ~ 2023,ST,Right,ST,2019-01-01,,3 ★,3★,Medium,Medium,1 ★,3.0,81,187.0,4300000.0,11400000.0,23000.0
215107,H. Villalba,Héctor Villalba,https://cdn.sofifa.com/players/215/107/21_60.png,http://sofifa.com/player/215107/hector-villalba/210006/,Paraguay,25,Club Libertad,2020 ~ 2025,"RM, LM, RW",Left,LM,2020-01-31,,4 ★,4★,High,Medium,1 ★,31.0,75,172.0,5000000.0,14800000.0,1000.0
235813,R. Marin,Răzvan Marin,https://cdn.sofifa.com/players/235/813/21_60.png,http://sofifa.com/player/235813/razvan-marin/210006/,Romania,24,Cagliari,"Jun 30, 2021 On Loan","CM, CDM",Right,CAM,2019-07-01,"Jun 30, 2021",4 ★,4★,Medium,Medium,1 ★,45.0,70,178.0,6000000.0,0.0,12000.0
207683,S. Dioudis,Sokratis Dioudis,https://cdn.sofifa.com/players/207/683/21_60.png,http://sofifa.com/player/207683/sokratis-dioudis/210006/,Greece,27,Panathinaikos FC,2017 ~ 2023,GK,Right,GK,2017-08-08,,2 ★,1★,Medium,Medium,1 ★,2.0,75,189.0,3900000.0,10700000.0,600.0
230422,Murilo Sancha,Murilo Kaíque Sanches Cardoso,https://cdn.sofifa.com/players/230/422/21_60.png,http://sofifa.com/player/230422/murilo-kaique-sanches-cardoso/210006/,Brazil,32,Vasco da Gama,2019 ~ 2023,"RM, CM",Right,RM,2019-01-01,,3 ★,2★,Medium,Medium,1 ★,2.0,76,176.0,3300000.0,8400000.0,14000.0
241686,Manu Vallejo,Manuel Vallejo Galván,https://cdn.sofifa.com/players/241/686/21_60.png,http://sofifa.com/player/241686/manuel-vallejo-galvan/210006/,Spain,23,Valencia CF,2019 ~ 2024,"ST, CAM, LM",Right,ST,2019-02-07,,3 ★,3★,Medium,Medium,1 ★,53.0,72,167.0,6500000.0,18400000.0,27000.0
210719,M. Kempf,Marc-Oliver Kempf,https://cdn.sofifa.com/players/210/719/21_60.png,http://sofifa.com/player/210719/marc-oliver-kempf/210006/,Germany,25,VfB Stuttgart,2018 ~ 2022,CB,Left,CB,2018-07-01,,4 ★,2★,Medium,Medium,1 ★,48.0,87,186.0,5500000.0,12200000.0,19000.0
184089,M. Carcela-González,Mehdi Carcela-González,https://cdn.sofifa.com/players/184/089/21_60.png,http://sofifa.com/player/184089/mehdi-carcela-gonzalez/210006/,Morocco,31,Standard de Liège,2018 ~ 2021,"RW, CAM",Left,RW,2018-07-01,,3 ★,4★,Medium,Low,2 ★,13.0,68,175.0,3500000.0,7400000.0,16000.0
192537,M. Lestienne,Maxime Lestienne,https://cdn.sofifa.com/players/192/537/21_60.png,http://sofifa.com/player/192537/maxime-lestienne/210006/,Belgium,28,Standard de Liège,2018 ~ 2022,"LW, RW",Left,LW,2018-07-25,,4 ★,3★,High,Medium,1 ★,14.0,68,178.0,4200000.0,8300000.0,17000.0
245275,T. Bašić,Toma Bašić,https://cdn.sofifa.com/players/245/275/21_60.png,http://sofifa.com/player/245275/toma-basic/210006/,Croatia,23,FC Girondins de Bordeaux,2018 ~ 2022,"CM, CDM",Left,CM,2018-08-08,,3 ★,3★,High,Medium,1 ★,24.0,82,190.0,9500000.0,17600000.0,23000.0
219932,A. Sanabria,Antonio Sanabria,https://cdn.sofifa.com/players/219/932/21_60.png,http://sofifa.com/player/219932/antonio-sanabria/210006/,Paraguay,24,Real Betis,2016 ~ 2022,ST,Right,ST,2016-07-15,,4 ★,4★,High,Medium,1 ★,98.0,74,181.0,8500000.0,18400000.0,19000.0
212253,A. Scholz,Alexander Scholz,https://cdn.sofifa.com/players/212/253/21_60.png,http://sofifa.com/player/212253/alexander-scholz/210006/,Denmark,27,FC Midtjylland,2018 ~ 2023,CB,Right,CB,2018-08-10,,3 ★,2★,Medium,High,1 ★,8.0,87,189.0,4800000.0,8300000.0,22000.0
222493,M. Friedrich,Marvin Friedrich,https://cdn.sofifa.com/players/222/493/21_60.png,http://sofifa.com/player/222493/marvin-friedrich/210006/,Germany,24,FC Union Berlin,2019 ~ 2022,CB,Right,CB,2019-07-05,,3 ★,2★,Medium,Medium,1 ★,42.0,81,192.0,6000000.0,13100000.0,20000.0
223517,Danilo,Danilo Barbosa da Silva,https://cdn.sofifa.com/players/223/517/21_60.png,http://sofifa.com/player/223517/danilo-barbosa-da-silva/210006/,Brazil,24,OGC Nice,2018 ~ 2021,"CM, CB",Right,CM,2018-07-01,,3 ★,3★,Medium,Medium,1 ★,44.0,74,182.0,6000000.0,13800000.0,25000.0
230685,E. Akbaba,Emre Akbaba,https://cdn.sofifa.com/players/230/685/21_60.png,http://sofifa.com/player/230685/emre-akbaba/210006/,Turkey,27,Galatasaray SK,2018 ~ 2021,"CAM, CM, CDM",Left,CAM,2018-08-18,,3 ★,3★,High,Medium,1 ★,20.0,73,180.0,4500000.0,11400000.0,49000.0
235029,F. Chalov,Fedor Chalov,https://cdn.sofifa.com/players/235/029/21_60.png,http://sofifa.com/player/235029/fedor-chalov/210006/,Russia,22,PFC CSKA Moscow,2015 ~ 2022,"CF, ST",Right,CAM,2015-07-01,,4 ★,3★,High,Low,1 ★,63.0,77,180.0,9500000.0,15300000.0,34000.0
204830,Vadillo,Álvaro Vadillo Cifuentes,https://cdn.sofifa.com/players/204/830/21_60.png,http://sofifa.com/player/204830/alvaro-vadillo-cifuentes/210006/,Spain,25,RCD Espanyol,"Jun 30, 2021 On Loan","RM, LM",Right,RW,2020-08-04,"Jun 30, 2021",3 ★,4★,Medium,Medium,1 ★,16.0,70,180.0,5000000.0,0.0,19000.0
229406,João Novais,João Pedro Barradas Novais,https://cdn.sofifa.com/players/229/406/21_60.png,http://sofifa.com/player/229406/joao-pedro-barradas-novais/210006/,Portugal,26,SC Braga,2018 ~ 2023,CM,Right,CAM,2018-07-01,,3 ★,4★,Medium,Medium,1 ★,11.0,77,183.0,4900000.0,13500000.0,13000.0
234772,Salvi Sánchez,Salvador Sánchez Ponce,https://cdn.sofifa.com/players/234/772/21_60.png,http://sofifa.com/player/234772/salvador-sanchez-ponce/210006/,Spain,29,Cádiz CF,2015 ~ 2022,"RM, LM",Right,RM,2015-07-01,,3 ★,3★,High,Medium,1 ★,12.0,64,175.0,4100000.0,12100000.0,26000.0
237629,A. Maier,Arne Maier,https://cdn.sofifa.com/players/237/629/21_60.png,http://sofifa.com/player/237629/arne-maier/210006/,Germany,21,DSC Arminia Bielefeld,"Jun 30, 2021 On Loan","CM, CDM",Right,CM,2017-02-04,"Jun 30, 2021",3 ★,3★,Medium,Medium,1 ★,166.0,82,186.0,9500000.0,0.0,26000.0
199183,Kim Bo Kyung,Bo Kyung Kim,https://cdn.sofifa.com/players/199/183/21_60.png,http://sofifa.com/player/199183/bo-kyung-kim/210006/,Korea Republic,30,Jeonbuk Hyundai Motors,2020 ~ 2024,"CAM, CM",Left,CAM,2020-01-05,,4 ★,4★,High,Medium,1 ★,11.0,72,176.0,4100000.0,7200000.0,11000.0
248386,Gustavo Assunção,Gustavo Enrique Assunção da Silva,https://cdn.sofifa.com/players/248/386/21_60.png,http://sofifa.com/player/248386/gustavo-enrique-assuncao-da-silva/210006/,Brazil,20,Famalicão,2019 ~ 2024,CDM,Right,CDM,2019-07-01,,3 ★,3★,Medium,Medium,1 ★,348.0,68,178.0,9500000.0,21400000.0,7000.0
241470,Álex Centelles,Alejandro Centelles Plaza,https://cdn.sofifa.com/players/241/470/21_60.png,http://sofifa.com/player/241470/alejandro-centelles-plaza/210006/,Spain,20,UD Almería,2020 ~ 2022,LB,Left,LB,2020-10-02,,3 ★,3★,Medium,Medium,1 ★,116.0,78,186.0,9000000.0,14400000.0,6000.0
204863,Iván Sánchez,Iván Sánchez Aguayo,https://cdn.sofifa.com/players/204/863/21_60.png,http://sofifa.com/player/204863/ivan-sanchez-aguayo/210006/,Spain,27,Birmingham City,2020 ~ 2023,"RM, LM, CM",Left,RM,2020-08-27,,3 ★,3★,High,Medium,1 ★,17.0,64,171.0,4500000.0,11400000.0,17000.0
215871,A. Jahanbakhsh,Alireza Jahanbakhsh,https://cdn.sofifa.com/players/215/871/21_60.png,http://sofifa.com/player/215871/alireza-jahanbakhsh/210006/,Iran,26,Brighton & Hove Albion,2018 ~ 2023,"RW, RM",Right,RW,2018-07-25,,4 ★,4★,Medium,Medium,2 ★,24.0,78,180.0,4600000.0,11400000.0,49000.0
219455,J. Calleri,Jonathan Calleri,https://cdn.sofifa.com/players/219/455/21_60.png,http://sofifa.com/player/219455/jonathan-calleri/210006/,Argentina,26,CA Osasuna,2016 ~ 2025,ST,Right,ST,2016-01-18,,2 ★,4★,High,Medium,1 ★,29.0,72,181.0,5000000.0,14100000.0,28000.0
177983,C. Zapata,Cristian Zapata,https://cdn.sofifa.com/players/177/983/21_60.png,http://sofifa.com/player/177983/cristian-zapata/210006/,Colombia,33,Genoa,2019 ~ 2021,CB,Right,CB,2019-07-03,,2 ★,2★,Low,Medium,2 ★,12.0,78,186.0,2000000.0,4900000.0,14000.0
183871,N. Müller,Nicolai Müller,https://cdn.sofifa.com/players/183/871/21_60.png,http://sofifa.com/player/183871/nicolai-muller/210006/,Germany,32,Western Sydney Wanderers,2019 ~ 2020,"CAM, RM",Right,CAM,2019-10-16,,3 ★,3★,High,Medium,2 ★,13.0,66,173.0,3300000.0,5500000.0,10000.0
219712,S. Cristóforo,Sebastián Cristóforo,https://cdn.sofifa.com/players/219/712/21_60.png,http://sofifa.com/player/219712/sebastian-cristoforo/210006/,Uruguay,26,Girona FC,2020 ~ 2021,"CDM, CM, LM",Right,CDM,2020-10-06,,3 ★,3★,Medium,Medium,2 ★,11.0,68,175.0,4400000.0,10100000.0,9000.0
216385,R. Ortiz,Richard Ortiz,https://cdn.sofifa.com/players/216/385/21_60.png,http://sofifa.com/player/216385/richard-ortiz/210006/,Paraguay,30,Olimpia Asunción,2017 ~ 2022,"CDM, CM",Left,CDM,2017-07-08,,2 ★,3★,Medium,High,1 ★,8.0,75,174.0,3500000.0,10100000.0,1000.0
230465,Allan Bardinho,Allan Norberto Bardini Paneira,https://cdn.sofifa.com/players/230/465/21_60.png,http://sofifa.com/player/230465/allan-norberto-bardini-paneira/210006/,Brazil,28,Botafogo,2019 ~ 2023,"CAM, CM",Left,CAM,2019-01-01,,4 ★,4★,Medium,Medium,1 ★,3.0,72,175.0,4200000.0,10500000.0,21000.0
232514,G. Carabajal,Gabriel Carabajal,https://cdn.sofifa.com/players/232/514/21_60.png,http://sofifa.com/player/232514/gabriel-carabajal/210006/,Argentina,28,Unión de Santa Fe,2019 ~ 2022,LM,Right,LM,2019-07-03,,3 ★,4★,Medium,Medium,1 ★,3.0,75,178.0,4200000.0,8300000.0,14000.0
236610,M. Kean,Moise Kean,https://cdn.sofifa.com/players/236/610/21_60.png,http://sofifa.com/player/236610/moise-kean/210006/,Italy,20,Paris Saint-Germain,"Jun 30, 2021 On Loan",ST,Right,ST,2019-08-04,"Jun 30, 2021",3 ★,3★,High,Low,1 ★,330.0,72,182.0,9500000.0,0.0,48000.0
224574,O. Pineda,Orbelín Pineda,https://cdn.sofifa.com/players/224/574/21_60.png,http://sofifa.com/player/224574/orbelin-pineda/210006/,Mexico,24,Cruz Azul,2019 ~ 2021,"RM, RW, CM",Right,CAM,2019-01-01,,4 ★,3★,High,High,1 ★,35.0,63,169.0,6500000.0,14300000.0,42000.0
199439,M. Gregoritsch,Michael Gregoritsch,https://cdn.sofifa.com/players/199/439/21_60.png,http://sofifa.com/player/199439/michael-gregoritsch/210006/,Austria,26,FC Augsburg,2017 ~ 2022,"ST, CAM",Left,ST,2017-07-05,,3 ★,4★,Medium,Low,2 ★,36.0,87,193.0,5500000.0,13100000.0,26000.0
191783,V. Berisha,Valon Berisha,https://cdn.sofifa.com/players/191/783/21_60.png,http://sofifa.com/player/191783/valon-berisha/210006/,Kosovo,27,Stade de Reims,2020 ~ 2024,"CM, LM, CAM",Right,CAM,2020-07-09,,4 ★,4★,High,Medium,2 ★,18.0,81,176.0,4500000.0,12000000.0,22000.0
230198,Juli Piresinho,Júlio César Pires Feitosa,https://cdn.sofifa.com/players/230/198/21_60.png,http://sofifa.com/player/230198/julio-cesar-pires-feitosa/210006/,Brazil,20,Bahia,2019 ~ 2023,RB,Right,CB,2019-01-01,,2 ★,3★,Low,Medium,1 ★,10.0,82,180.0,4900000.0,11900000.0,9000.0
205365,J. Kopic,Jan Kopic,https://cdn.sofifa.com/players/205/365/21_60.png,http://sofifa.com/player/205365/jan-kopic/210006/,Czech Republic,30,Viktoria Plzeň,2015 ~ 2022,"LW, RW",Right,LW,2015-07-01,,3 ★,3★,High,Low,1 ★,6.0,80,180.0,4100000.0,12100000.0,1000.0
248872,R. Sánchez,Richard Sánchez,https://cdn.sofifa.com/players/248/872/21_60.png,http://sofifa.com/player/248872/richard-sanchez/210006/,Paraguay,24,Club América,2019 ~ 2024,"CM, CDM",Right,CM,2019-08-26,,3 ★,3★,Medium,Medium,1 ★,27.0,71,172.0,6500000.0,13300000.0,28000.0
189224,Júnior Negão,Gleidionor Júnior,https://cdn.sofifa.com/players/189/224/21_60.png,http://sofifa.com/player/189224/gleidionor-junior/210006/,Brazil,33,Ulsan Hyundai FC,2018 ~ 2023,ST,Right,ST,2018-03-01,,3 ★,3★,High,Low,1 ★,9.0,85,187.0,2700000.0,4600000.0,10000.0
210985,B. Osborn,Ben Osborn,https://cdn.sofifa.com/players/210/985/21_60.png,http://sofifa.com/player/210985/ben-osborn/210006/,England,25,Sheffield United,2019 ~ 2022,"LWB, CM",Left,LWB,2019-07-26,,3 ★,3★,High,Medium,1 ★,39.0,75,176.0,5000000.0,11900000.0,26000.0
223017,O. Şahiner,Ömer Ali Şahiner,https://cdn.sofifa.com/players/223/017/21_60.png,http://sofifa.com/player/223017/omer-ali-sahiner/210006/,Turkey,28,Atiker Konyaspor,2012 ~ 2022,"RM, LM, LB",Right,RM,2012-08-31,,3 ★,3★,High,Medium,1 ★,5.0,70,175.0,4200000.0,11000000.0,17000.0
226601,Vitor Hugo,Vitor Hugo Franchescoli Souza,https://cdn.sofifa.com/players/226/601/21_60.png,http://sofifa.com/player/226601/vitor-hugo-franchescoli-souza/210006/,Brazil,29,Trabzonspor,2020 ~ 2024,CB,Left,CB,2020-10-05,,2 ★,2★,Medium,High,1 ★,4.0,80,187.0,3500000.0,9400000.0,25000.0
190761,T. Arslan,Tolgay Arslan,https://cdn.sofifa.com/players/190/761/21_60.png,http://sofifa.com/player/190761/tolgay-arslan/210006/,Germany,29,Udinese,2020 ~ 2022,"CDM, CM",Right,CDM,2020-09-18,,4 ★,3★,Medium,Medium,1 ★,20.0,77,180.0,3600000.0,8600000.0,15000.0
192297,G. Arlauskis,Giedrius Arlauskis,https://cdn.sofifa.com/players/192/297/21_60.png,http://sofifa.com/player/192297/giedrius-arlauskis/210006/,Lithuania,32,Al Shabab,2020 ~ 2022,GK,Right,GK,2020-09-08,,3 ★,1★,Medium,Medium,1 ★,6.0,85,192.0,2100000.0,5800000.0,21000.0
221994,Núrio Fortuna,Núrio Domingos Matias Fortuna,https://cdn.sofifa.com/players/221/994/21_60.png,http://sofifa.com/player/221994/nurio-domingos-matias-fortuna/210006/,Angola,25,KAA Gent,2020 ~ 2024,"LB, LM",Left,LWB,2020-07-07,,2 ★,3★,High,Medium,1 ★,21.0,73,177.0,5000000.0,9500000.0,17000.0
211567,Gilberto,Gilberto Moraes Júnior,https://cdn.sofifa.com/players/211/567/21_60.png,http://sofifa.com/player/211567/gilberto-moraes-junior/210006/,Brazil,27,SL Benfica,2020 ~ 2025,"RB, RM",Right,RB,2020-08-10,,2 ★,3★,High,Low,1 ★,17.0,74,179.0,4400000.0,11400000.0,11000.0
230717,T. Kadewere,Tino Kadewere,https://cdn.sofifa.com/players/230/717/21_60.png,http://sofifa.com/player/230717/tino-kadewere/210006/,Zimbabwe,24,Olympique Lyonnais,2020 ~ 2024,ST,Right,ST,2020-01-24,,3 ★,3★,High,Medium,1 ★,72.0,71,183.0,6500000.0,16800000.0,44000.0
177723,Fabricio,Fabricio Agosto Ramírez,https://cdn.sofifa.com/players/177/723/21_60.png,http://sofifa.com/player/177723/fabricio-agosto-ramirez/210006/,Spain,32,Fulham,2018 ~ 2021,GK,Right,GK,2018-07-24,,4 ★,1★,Medium,Medium,1 ★,20.0,80,184.0,2100000.0,6500000.0,53000.0
231227,N. Dorsch,Niklas Dorsch,https://cdn.sofifa.com/players/231/227/21_60.png,http://sofifa.com/player/231227/niklas-dorsch/210006/,Germany,22,KAA Gent,2020 ~ 2024,"CDM, CM",Right,CDM,2020-07-22,,3 ★,3★,Medium,Medium,1 ★,36.0,76,177.0,6000000.0,11900000.0,16000.0
224271,T. Goiginger,Thomas Goiginger,https://cdn.sofifa.com/players/224/271/21_60.png,http://sofifa.com/player/224271/thomas-goiginger/210006/,Austria,27,LASK Linz,2017 ~ 2022,RW,Right,RM,2017-07-01,,3 ★,4★,Medium,Medium,1 ★,10.0,69,181.0,4500000.0,9000000.0,26000.0
190223,Balenziaga,Mikel Balenziaga,https://cdn.sofifa.com/players/190/223/21_60.png,http://sofifa.com/player/190223/mikel-balenziaga/210006/,Spain,32,Athletic Club de Bilbao,2013 ~ 2021,LB,Left,LB,2013-07-01,,4 ★,3★,High,Medium,1 ★,20.0,76,177.0,2900000.0,7400000.0,18000.0
